,choices_revealed,losses,simulation_no,stays,switches,wins
0,1,4927,2,0,0,5073
1,2,4987,2,0,0,5013
2,3,4889,2,0,0,5111
3,4,4977,2,0,0,5023
4,5,5066,2,0,0,4934
5,6,4995,2,0,0,5005
6,7,4955,2,0,0,5045
7,8,4975,2,0,0,5025
8,9,5054,2,0,0,4946
9,10,5055,2,0,0,4945
10,11,4985,2,0,0,5015
11,12,4988,2,0,0,5012
12,13,5011,2,0,0,4989
13,14,4942,2,0,0,5058
14,15,5102,2,0,0,4898
15,16,5019,2,0,0,4981
16,17,4956,2,0,0,5044
17,18,4997,2,0,0,5003
18,19,4922,2,0,0,5078
19,20,4865,2,0,0,5135
