,choices_revealed,losses,simulation_no,stays,switches,wins
0,1,4993,3,0,0,5007
1,2,5104,3,0,0,4896
2,3,5047,3,0,0,4953
3,4,5017,3,0,0,4983
4,5,5021,3,0,0,4979
5,6,4964,3,0,0,5036
6,7,4969,3,0,0,5031
7,8,5014,3,0,0,4986
8,9,4943,3,0,0,5057
9,10,4958,3,0,0,5042
10,11,4923,3,0,0,5077
11,12,4929,3,0,0,5071
12,13,5023,3,0,0,4977
13,14,4996,3,0,0,5004
14,15,5056,3,0,0,4944
15,16,5018,3,0,0,4982
16,17,4993,3,0,0,5007
17,18,5082,3,0,0,4918
18,19,5021,3,0,0,4979
19,20,5025,3,0,0,4975
